"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"K3ARLYJ3","presentation","2010","Oh, Young-Jun; Hwang, Jin-Heui; Noh, Hyeon-Kyun; Bang, Junhyeok; Ryu, Byungki; Chang, Kee Joo","Diffusion and segregation of B dopants at Si/SiO2 interface","","","","","","","2010-11-01","2022-06-04 12:04:52","2022-06-07 02:11:53","","","","","","","","","","","","","","POSTECH, Pohang, Korea","","","Poster","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","The 13th Asian Workshop on First-Principles Electronic Structure Calculations","","","","","","","","","","","","","","","",""
"8NVQ5NNA","presentation","2010","Ryu, Byungki; Noh, Hyeon-Kyun; Choi, Eun-Ae; Chang, Kee Joo","The atomic and electronic structure of O-vacancy in amorphous In-Ga-Zn-O semiconductors","","","","","","","2010-11-01","2022-06-04 12:02:27","2022-06-07 02:12:00","","","","","","","","","","","","","","POSTECH, Pohang, Korea","","","Poster","","","","","","","C:\Users\cta4r\Zotero\storage\VSVUAB3H\BRyu_20101100_Asian13_VO-a-IGZO_(poster).ppt","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","The 13th Asian Workshop on First-Principles Electronic Structure Calculations","","","","","","","","","","","","","","","",""
"XHC3BYTS","presentation","2010","Oh, Young Jun; Hwang, Jin-Heui; Noh, Hyeon-Kyun; Bang, Junhyeok; Ryu, Byungki; Chang, Kee Joo","Ab initio study of boron segregation and deactivation at Si/SiO2 interface","","","","","","","2010-08-22","2022-06-04 11:57:52","2022-06-04 12:00:49","","","","","","","","","","","","","","KINTEX, Ilsan, Korea","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","International Union of Materials Research Societies (IUMRS)- International Conference on Electronic Materials 2010","","","","","","","","","","","","","","","",""
"ED3UGU2R","presentation","2010","Noh, Hyeon-Kyun; Ryu, Byungki; Bang, Junhyeok; Chang, Kee Joo; Choi, Eun-Ae","The electronic structure of oxygen vacancy in amorphous HfSiO4","","","","","","","2010-07-25","2022-06-04 11:56:18","2022-06-04 11:57:32","","","","","","","","","","","","","","COEX, Seoul, Korea","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","The 30th International Conference on the Physics of Semiconductors (ICPS-30)","","","","","","","","","","","","","","","",""
"3W5Q893V","presentation","2010","Park, Ji-Sang; Ryu, Byungki; Moon, Chang-Youn; Chang, Kee Joo","Hole Gas Induced by defects in Ge/Si Core-Shell Nanowires","","","","","","","2010-07-25","2022-06-04 11:55:12","2022-06-07 02:10:14","","","","","","","","","","","","","","COEX, Seoul, Korea","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","The 30th International Conference on the Physics of Semiconductors (ICPS-30)","","","","","","","","","","","","","","","",""
"SIP8JTMQ","presentation","2010","Ryu, Byungki; Chang, Kee Joo","Atomic and Electronic Structure of Amorphous Zinc Tin Oxide","","","","","","","2010-05-30","2022-06-04 11:49:38","2022-06-07 02:14:14","","","","","","","","","","","","","","Osaka, Japan","","","Poster","","","","","","","C:\Users\cta4r\Zotero\storage\4VVBHIQN\BRyu_20100500_GCOE-OSAKA_a-ZTO_(poster).ppt","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","International Conference on Core Research and Engineering Science of Advanced Materials","","","","","","","","","","","","","","","",""
"SJXSN2HE","presentation","2010","Park, Ji-Sang; Ryu, Byungki; Moon, Chang-Youn; Chang, Kee Joo","Hole Carriers Induced by Defects in Ge/Si Core-Shell Nanowires","","","","","","","2010-05-30","2022-06-04 11:47:23","2022-06-04 11:48:50","","","","","","","","","","","","","","Osaka, Japan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","International Conference on Core Research and Engineering Science of Advanced Materials","","","","","","","","","","","","","","","",""
"5XAD3VBL","presentation","2009","Oh, Young Jun; Ryu, Byungki; Chang, Kee Joo","The electronic structure of lithium silicides","","","","","","","2009-10-26","2022-06-04 11:43:48","2022-06-07 02:14:00","","","","","","","","","","","","","","Beijing, China","","","Poster","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","The 12th Asian Workshop on Fist-Principles Electronic Structure Calculations","","","","","","","","","","","","","","","",""
"K6MUQQ93","presentation","2009","Choi, Eun-Ae; Ryu, Byungki; Noh, Hyeon-Kyun; Bang, Junhyeok; Lee, Woo-Jin; Chang, Kee Joo","Electronic structure calculations of O-vacancy in oxide semiconductors and insulators","","","","","","","2009-10-26","2022-06-04 11:41:18","2022-06-04 11:43:03","","","","","","","","","","","","","","Beijing, China","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","The 12th Asian Workshop on Fist-Principles Electronic Structure Calculations","","","","","","","","","","","","","","","",""
"22TZU9RA","presentation","2009","Chang, Kee Joo; Ryu, Byungki; Lee, Woo-Jin; Moon, Chang-Youn","Dopant and deactivation of dopant levels in silicon nanowires","","","","","","","2009-07-06","2022-06-04 11:39:46","2022-06-04 11:40:59","","","","","","","","","","","","","","CeCAM-HQ-EPFL, Luasanne, Switzerland","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Cecam: Dopants and impurities in Semiconducting Nanowires","","","","","","","","","","","","","","","",""
"RS9TNLHI","presentation","2009","Lee, Woo-Jin; Ryu, Byungki; Chang, Kee Joo","Electronic structure of oxygen-vacancy in crystalline InGaO3(ZnO)m","","","","","","","2009-07-20","2022-06-04 11:38:07","2022-06-07 02:13:33","","","","","","","","","","","","","","St. Peterburg, Russia","","","Poster","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","The 25th International Conference on Defects in Semiconductors (ICDS-25)","","","","","","","","","","","","","","","",""
"J8Q3INZF","presentation","2008","Noh, Hyeon-Kyun; Ryu, Byungki; Chang, Kee Joo","Atomic and Electronic Structure of Amorphous HfSiO4","","","","","","","2008-11-03","2022-06-04 11:36:05","2022-06-04 12:38:06","","","","","","","","","","","","","","Kaohsiung, Taiwan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","The 11th Asian Workshop on First-Principles Electronic Structure Calculations","","","","","","","","","","","","","","","",""
"73CE3V5V","presentation","2008","Lee, Woo-Jin; Choi, Eun-Ae; Bang, Junhyeok; Ryu, Byungki; Chang, Kee Joo","Electronic structure of single crystalline InGa3(ZnO)m","","","","","","","2008-08-26","2022-06-04 11:34:27","2022-06-04 11:35:45","","","","","","","","","","","","","","Jeju, Korea","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","The 14th International Symposium on the Physics of Semiconductors and Applications (ISPSA)","","","","","","","","","","","","","","","",""
"V62Z3MLX","presentation","2007","Lee, Tae Kyung; Ryu, Byungki; Lee, In-Ho; Chang, Kee Joo","Structure, stability, and aggregation of carbon-vacancies in carbon nanotubes","","","","","","","2007-09-13","2022-06-04 11:32:28","2022-06-04 11:34:10","","","","","","","","","","","","","","KIST, Seoul, Korea","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","The 4th Conference of the Asian Consortium on Computational Materials Science (ACCMS)","","","","","","","","","","","","","","","",""
"YSX2FZUQ","presentation","2007","Lee, Tae Kyung; Ryu, Byungki; Lee, In-Ho; Chang, Kee Joo","Molecular dynamics simulations of the diffusion process of carbon vacancies in carbon nanotubes","","","","","","","2007-07-22","2022-06-04 11:31:09","2022-06-04 11:32:09","","","","","","","","","","","","","","Alburquerque, New-Mexico, USA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","The 24th International Conference on Defects in Semiconductors (ICDS-24)","","","","","","","","","","","","","","","",""
"W86TUUZP","presentation","2006","Chang, Kee Joo; Ryu, Byungki; Kang, Yong-Ju","First-principles study of the electronic structure of aluminate nanotube and bundles","","","","","","","2006-07-30","2022-06-04 11:29:01","2022-06-07 02:12:51","","","","","","","","","","","","","","Basal, Switzerland","","","Oral","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","International Conference on Nanoscience and Technology","","","","","","","","","","","","","","","",""
"PQYSX3NJ","presentation","2006","Ryu, Byungki; Kang, Yong-Ju; Chang, Kee Joo","Electronic structure and stability of aluminate nanotube bundles","","","","","","","2006-06-18","2022-06-04 11:27:40","2022-06-07 02:12:58","","","","","","","","","","","","","","Japan","","","Poster","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7th International Conference on the Science and Application of Nanotubes","","","","","","","","","","","","","","","",""
"JSUP463I","presentation","2020","Park, Sungjin; Park, Jongho; Ryu, Byungki; Park, SuDong","Off-centered Pb interstitials in pristine PbTe","","","","","","","2020-10-28","2022-06-04 11:19:46","2024-10-27 14:25:35","","","","","","","","","","","","","","Online, Korea","","","Oral","","","","","","","","","","","","","","Park, Jongho; Ryu, Byungki; Park, SuDong","","","","","","","","","","","","","","","","","","","","","","","","","","대한금속재료학회(KIM) 2020 Fall","","","","","","","","","","","","","","","",""
"BMTQCZT6","presentation","2021","Ryu, Byungki; Chung, Jaywan; Park, SuDong","Thermoelectric Degrees of Freedom determining Thermoelectric Efficiency","","","","","","","2021-11-04","2022-06-04 11:17:45","2022-06-04 12:18:36","","","","","","","","","","","","","","Online, Korea","","","","","","","","","","C:\Users\cta4r\Zotero\storage\7IVL6HHJ\BRyu_20211104_한국세라믹학회2021가을발표_열전자유도이론_v3.0.pptx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021 Korean Ceramic Society (KCS) Fall Meeting","","","","","","","","","","","","","","","",""
"R4SEGWFI","presentation","2022","Ryu, Byungki; Ayachi, Sahar; Camut, Julia; de Boor, Johannes; Mueller, Eckhard; Chung, Jaywan; Park, SuDong","Defects responsible for TE performance degradation in material and contact metal interface: Ag as an example for Mg2(Si,Sn) TE power generator","","","","","","Thermoelectric technology enables direct energy conversion between thermal and electrical energy and has a potential in waste heat recovery that can enhance total energy conversion efficiency. Thermoelectric device, which is composed of thermoelectric material placed between hot and cold side temperatures, generates electricity via Seebeck effect. For highly efficient energy generation, tens to hundreds of P/N-leg pairs are serially circuited in a device. However, though the dimensionless figure of merit zT has been enhanced to near 2 in material levels, thermoelectric energy conversion efficiency is still below 10%, that is much lower than the limit of material conversion. In this work, we investigate the defect properties of thermoelectric materials that can affect the thermoelectric performance through first-principles density functional calculations. As an example, we choose the Mg-Si based thermoelectric material systems that is contacted to Al electrode layer. To overcome the band gap underestimation error, we adopt the hybrid-density functional for exchange correlation function and obtain the reliable band gap and charged defect formation energy.[1,2] From the charged defect formation energy, it is found that intrinsic and extrinsic defects can be easily generated affecting the Fermi level position and thermoelectric performance. Moreover, the nudged elastic band calculation reveals that the migration barrier of a defect can be lower than 1 eV. From the results, we suggest a thermoelectric leg degradation mechanism: impurity diffusion and charge trap formation model at the interface between thermoelectric material and metal contacts.[3,4] In addition to the material phase instability in the legs, the newly suggested defect trap generation model well explain the origin of increased contact resistivity in the thermoelectric legs, that is responsible for the unintentional energy loss by Joule heating in thermoelectric devices. References [1] Ryu et al., J. Korean Phys. Soc. 75, 144 (2019). [2] Ryu et al., J. Alloy Comp. 853, 157145 (2021). [3] Ayachi et al., Mater. Today Phys. 16, 100309 (2021). [4] Camut et al., Materials 14, 6774 (2021).","2022-04-27","2022-06-04 11:12:05","2024-10-27 14:21:25","","","","","","","","","","","","","","CECO, Changwon, Korea","","","Oral","","","","","","","C:\Users\cta4r\Zotero\storage\DHZRUULW\BRyu_20220427_2022-KIM-Spring_Ag-in-Mg2SiSn_charged-defect-compensation_v1.0.pdf; C:\Users\cta4r\Zotero\storage\BRGURQTF\BRyu_20220427_2022-KIM-Spring_Ag-in-Mg2SiSn_charged-defect-compensation_v1.0.pptx; C:\Users\cta4r\Zotero\storage\G29DDHID\BRyu_20220427_2022-KIM-Spring_Ag-in-Mg2SiSn_charged-defect-compensation_v1.0.pptx; C:\Users\cta4r\Zotero\storage\9R3PRC8X\BRyu_20220427_2022대한금속재료학회-봄_초록.docx; C:\Users\cta4r\Zotero\storage\5JDGC9YZ\BRyu_20220427_2022대한금속재료학회-봄_초록.docx; C:\Users\cta4r\Zotero\storage\KGNYH5DY\data__df_eta_expt_module_20220418.xlsx; C:\Users\cta4r\Zotero\storage\6YHHA4ZJ\efficiency curve.xlsx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","대한금속재료학회(KIM) 2022 Spring","","","","","","","","","","","","","","","",""
"5K4SRZJE","presentation","2018","Ryu, Byungki","Thermoelectric Transport in Materials and Devices","","","","","","","2018-07-09","2022-06-04 10:43:11","2022-06-07 02:15:43","","","","","","","","","","","","","","Prof. Muller's group, DLR, Koln, Germany","English","","Seminar","","","","","","","C:\Users\cta4r\Zotero\storage\MLYYNZFF\BRyu_20180709_DLR_koln_v7 short.pptx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Seminar","","","","","","","","","","","","","","","",""
"D74PTFLD","presentation","2020","Ryu, Byungki","Thermoelectric Transport in Solids for Power Generation","","","","","","인류 문명이 발전함에 따라 점점 많은 에너지가 필요해지고 있다. 우리는 주로 화석 혹은 핵연료를 이용하여 사용 가능한 형태의 에너지를 만들게 된다. 전체 에너지의 1/3 정도는 전기 혹은 목적에 맞는 형태의 에너지로 변환되지만, 나머지 2/3는 열에너지 형태로 변환되어 버려지고 있다. 만약, 이 버려지는 미활용된 폐열 중 일부만이라도 재활용된다면, 에너지 확보에 필요한 재화를 아낄 수 있을 뿐만 아니라, 인류가 처한 기후 변화 문제를 조금이나마 늦출 수 있을 것이다. 본 콜로키움에서는 이렇게 충분히 활용되지 못하고 있는 미활용열을 다시 회수해서 활용할 수 있는 열전(Thermoelectric) 기술을 소개하고자 한다. 열전현상은 고체(Solid) 내에서 열에너지가 전기로, 전기에너지가 열로 직접변환되는 물리 현상이다. 고체를 구성하는 원자와 전자구조적 특징이 어떻게 전하수송과 열수송 현상으로 이어지는지 설명하고자 한다. 그리고, 이러한 열전현상을 이용하여 어떻게 전기를 만들어 내는 열기관을 만들 수 있는지를 소개하고자 한다. 추가적으로, 열전현상 증대와 열전 열기관 효율을 향상시키기 위한 과학자들의 노력과 방법을 논의하며 콜로키움을 마치고자 한다.","2020-10-07","2022-06-04 10:41:54","2022-06-04 14:05:59","","","","","","","","","","","","","","Kyungpook National University, Daegu, South Korea","","","Seminar","","","","","","","C:\Users\cta4r\Zotero\storage\EU7HP45H\20201007 KNUphys-Colloquium-2020.10.07.png; C:\Users\cta4r\Zotero\storage\AG8XT9XG\BRyu_20201007_경북대-물리학과-콜로퀴움_Thermoelectric-Transport_v4.pptx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","경북대학교 물리학과 Colloquium","","","","","","","","","","","","","","","",""
"WLVTQ3FF","presentation","2019","Ryu, Byungki","Thermoelectric Efficiency & Materials Properties","","","","","","","2019-04-11","2022-06-04 10:39:56","2022-06-07 02:15:36","","","","","","","","","","","","","","Prof. Neophytos Neophytou’s Group in University of Warwick, UK","English","","Seminar","","","","","","","C:\Users\cta4r\Zotero\storage\FEW3Q8Z8\BRyu_20190412_UofWarwick v6 190412 0930.pptx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Seminar","","","","","","","","","","","","","","","",""
"CDREN29J","presentation","2014","Ryu, Byungki","Electronic and magnetic property of TM-doped M-type Sr-hexa-ferrite","","","","","","","2014-05-21","2022-06-04 10:37:23","2022-06-04 13:35:25","","","","","","","","","","","","","","KIMS, Changwon, Korea","","","Seminar","","","","","","","C:\Users\cta4r\Zotero\storage\SVJQ6BSH\BRyu_20140521_KIMS-seminar_TM-doped-SrM.PPTX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","KIMS-Seminar","","","","","","","","","","","","","","","",""
"GR8CNKQ5","presentation","2020","Ryu, Byungki","열전 발전 소자: 소재와 소자 설계 기술","","","","","","","2020-11-11","2022-06-04 10:35:45","2022-06-04 14:07:04","","","","","","","","","","","","","","Daechang Co., Ltd., Siheung-si, Gyeonggi-do, Korea","","","Seminar","","","","","","","C:\Users\cta4r\Zotero\storage\GII6FD9S\BRyu_20201111_열전세미나_(주)대창_20201111_v1.5 (발표버전).pptx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","대창 세미나","","","","","","","","","","","","","","","",""
"BA3V63UE","presentation","2022","Ryu, Byungki; Chung, Jaywan; Park, Sungjin; Park, SuDong","Constant Seebeck-coefficient Approximation (CSA) and Average Thermoelectric Figure of Merit","","","","","","Thermoelectric heat engine transforms thermal energy directly into electrical energy via thermoelectric effects. Since Ioffe's formulation, thermoelectric material figure of merit ZT has been used for simple material evaluation [1]. However, there is no analytic expression for thermoelectric module efficiency for wide temperature applications owing to the nonlocality arising from temperature dependent thermoelectric properties [2]. In 2021, Ryu et al. reported that thermoelectric efficiency has three thermoelectric degrees of freedom (DOFs), indicating the inexactness of single parameter theory [3]. Meanwhile, recent mathematical analysis by Chung et al. proved that there is an explicit maximum efficiency formula when the Seebeck coefficient is temperature-independent, so called Constant Seebeck-coefficient Model (CSM) [4]. In this model, the efficiency is a single-parameter function of ZeffTmid = <α>2 Tmid / <ρκ>, where α, ρ, κ, and Tmid are Seebeck coefficient, electrical resistivity, thermal conductivity, and middle of hot and cold side, and the bracket <.> indicates averaging over temperature. And the Zeff is exactly same to the one-shot approximation of the first DOF (Zgen(0)Tmid) in reference [4]. Here, we proposed a single parameter theory based on Constant Seebeck-coefficient Approximation (CSA) in which the temperature average Seebeck coefficient is regarded as a constant Seebeck coefficient in the CSM. Efficiency prediction accuracy of CSA using ZeffTmid was tested over 300 experimental thermoelectric properties data, and it was compared to other average ZT schemes and multiple parameter theories based on 3 DOFs. For slowly varying Seebeck coefficients, CSA theory not only provides a very accurate maximum efficiency formula, but also provides a very accurate approximate algebraic expression. Moreover, our CSA form outperforms previous averaging schemes such as integral Z, integral ZT, and engineering ZT. Finally, we extended the CSA theory to the design of segmented-leg module and p-n leg pair module. We believe that our simple CSA theory can be applied to module and system level thermoelectric conversion engineering.","2022-11-09","2022-06-04 10:27:22","2023-02-23 10:15:21","","","","","","","","","","","","","","Ramada Jeju Hotel, Jeju, Korea","","","Oral","","","","","","","C:\Users\cta4r\Zotero\storage\HJ5S3AGQ\Ryu 등 - 2022 - Constant Seebeck-coefficient Approximation (CSA) a.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ENGE 2022","","","","","","","","","","","","","","","",""
"7SC7X2T5","presentation","2014","Ryu, Byungki","Silver Defects in Lead Tellurides","","","","","","","2014-12-18","2022-06-04 10:24:50","2022-06-04 13:47:08","","","","","","","","","","","","","","Gyeongju Hilton, Korea","","","Oral","","","","","","","C:\Users\cta4r\Zotero\storage\WY4BZXYF\BRyu_20141218_TEW-2014_Ag-in-Te_final.pptx; C:\Users\cta4r\Zotero\storage\6T8SEJPQ\BRyu_20141218_TEW-2014_Ag-in-Te_v8.pptx; C:\Users\cta4r\Zotero\storage\ZPCD54UM\BRyu_20141218_TEW-2014_Ag-in-Te_z-short_v2.pptx; C:\Users\cta4r\Zotero\storage\7PMM68FK\BRyu_20141218_TEW-2014_Ag-in-Te_zzz.pptx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2014 TEW in KERI","","","","","","","","","","","","","","","",""
"2KU7MMAW","presentation","2016","Lee, Min-Ho; Rhyee, Jong-Soo; Park, SuDong; Ryu, Byungki","Effect of Band Alignments on Thermoelectric Properties of Telluride Composite: Theoretical and Experimental study","","","","","","","2016-06-16","2022-06-04 10:18:04","2022-06-04 10:23:00","","","","","","","","","","","","","","KIAS, Seoul, Korea","","","Poster","","","","","","","C:\Users\cta4r\Zotero\storage\34FFPTU9\BRyu_20160616_ESCW2016_PbTeAg2Te이민호.ppt","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12th KIAS Electronic Structure Calculation Workshop","","","","","","","","","","","","","","","",""
"2M57TTWW","presentation","2011","Ryu, Byungki","Atomic and electronic structure of O-vacancy defects at Si/HfO2 interface: Density-functional calculations","","","","","","","2011-01-20","2022-06-04 10:03:03","2022-06-04 10:06:34","","","","","","","","","","","","","","Seoul National University, Seoul, Korea","","","","","","","","","","C:\Users\cta4r\Zotero\storage\TNALGHHA\BRyu_20110120_BKYPW-VO-Si-HfO2-IF_(oral).pptx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4th BK21 Young Physicists Workshop","","","","","","","","","","","","","","","",""
"JS5FVHEX","presentation","2010","Ryu, Byungki","반도체/절연체 계면 및 투명 비정질 산화물 반도체의 원자 및 전자구조에 대한 제일원리 연구","","","","","","","2010-11-23","2022-06-04 10:00:19","2022-06-04 12:17:18","","","","","","","","","","","","","","KAIST, Daejeon, Korea","","","","","","","","","","C:\Users\cta4r\Zotero\storage\TNU4ZNYH\BRyu_20101123_PhD-Defense.pptx; C:\Users\cta4r\Zotero\storage\NXANTUWC\BRyu_20101124_PhD-Defense+alpha.pptx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","KAIST 물리 학위논문식사","","","","","","","","","","","","","","","",""
"9X6RG4XQ","presentation","2011","Chang, Kee Joo; Ryu, Byungki; Noh, Hyeon-Kyun; Bang, Junhyeok; Choi, Eun-Ae","Electronic Structure of O-vacancy in High-κ Dielectrics and Oxide Semiconductors","","","","","","","2011-04-25","2022-06-04 12:41:31","2022-06-04 12:42:51","","","","","","","","","","","","","","Moscone West and San Francisco Marriott, San Francisco, California, USA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2011 MRS Spring","","","","","","","","","","","","","","","",""
"PXCWDBJR","presentation","2012","Noh, Hyeon-Kyun; Ryu, Byungki; Lee, Woo-Jin; Chang, Kee Joo","Atomic and electronic structure of O-vacancy defects in amorphous In-Ga-Zn-O semiconductors","","","","","","","2012-07-29","2022-06-04 12:43:22","2022-06-04 12:44:49","","","","","","","","","","","","","","Zurich, Switzerland","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","The 30th International Conference on the Physics of Semiconductors","","","","","","","","","","","","","","","",""
"3F6L6F8I","presentation","2012","Ryu, Byungki; Ahn, Kyunghan; HWANG, Sung Woo; Lee, Kyu Hyung","Atomic and Electronic Structure of Cu Doped Bi-Sb-Te-Se Thermoelectric Materials","","","","","","","2012-09-16","2022-06-04 12:45:22","2022-06-07 02:14:52","","","","","","","","","","","","","","Jeju, Korea","","","Poster","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2nd International Conference on Electronic Materials and Nanotechnology for Green Environment (ENGE2012)","","","","","","","","","","","","","","","",""
"LZTDUGBR","presentation","2015","Park, SuDong; Lee, Jae Ki; Ryu, Byungki; Lee, Ji Eun; Oh, Min-Wook; Joo, Sung-Jae; Kim, Bong-Seo; Min, Bok-Ki; Lee, Heewong","The effect of meta-states control on thermoelectric properties in telluride compounds","","","","","","","2015-06-28","2022-06-04 12:47:23","2022-06-04 12:49:35","","","","","","","","","","","","","","Dresden, Germany","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34th International Conference on Thermoelectrics and 13th European Conference on Thermoelectrics","","","","","","","","","","","","","","","",""
"KNWVW3EG","presentation","2017","Ryu, Byungki; Chung, Jaywan; Park, SuDong","General Thermoelectric Figures of Merit for Thermoelectric Design","","","","","","","2017-09-22","2022-06-04 13:00:19","2022-06-07 02:17:19","","","","","","","","","","","","","","Knappenberg, Austria","","","Oral","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4th German-Korean Thermoelectric Workshop","","","","","","","","","","","","","","","",""
"RDK2H5CD","presentation","2017","Ryu, Byungki; Chung, Jaywan; Lee, Min-Ho; Lee, Jae Ki; Park, Jongho; Lee, Ji Eun; Kim, Bong-Seo; Park, SuDong","Predicting Thermo-Electric Performances of Telluride Materials and Devices","","","","","","","2017-11-21","2022-06-04 13:03:01","2022-06-07 02:17:06","","","","","","","","","","","","","","Jeju, Korea","","","Oral","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ICAE-2017","","","","","","","","","","","","","","","",""
"K4S93SCL","presentation","2017","Park, Sungjin; Lee, Min-Ho; Ryu, Byungki","Approach of Density-Functional-Theory Calculations for Pb-Related Defects in PbTe","","","","","","","2017-11-21","2022-06-04 13:04:36","2023-03-25 18:07:32","","","","","","","","","","","","","","Jeju, Korea","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ICAE-2017","","","","","","","","","","","","","","","",""
"CZC8FPKM","presentation","2019","Park, Sungjin; Lee, Min-Ho; Ryu, Byungki","Density functional theory calculations of intrinsic defects in PbTe","","","","","","","2019-03-04","2022-06-04 13:06:15","2022-06-07 02:17:00","","","","","","","","","","","","","","Boston, Massachusetts, US","","","Oral","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2019 APS March Meeting","","","","","","","","","","","","","","","",""
"8SQ7EAG8","presentation","2019","Park, Jongho; Ryu, Byungki; Chung, Jaywan; Park, SuDong","Fabrication of thermoelectric power generators with segmented legs synthesized by one-step hot press sintering","","","","","","","2019-07-02","2022-06-04 13:13:39","2025-04-24 15:15:07","","","","","","","","","","","","","","Gyeongju, Korea","","","Poster","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","The 38th International Conference on Thermoelectrics (ICT) and The 4th Asian Conference on Thermoelectrics (ACT)","","","","","","","","","","","","","","","",""
"GCWLPBTW","presentation","2019","Joo, Sung-Jae; Ryu, Byungki; Son, Ji-Hee; Lee, Ji Eun; Min, Bok-Ki; Kim, Bong-Seo","Synthesis and characterization of ternary tetradymite Bi2Te2S","","","","","","","2019-07-02","2022-06-04 13:14:16","2025-04-24 15:15:00","","","","","","","","","","","","","","Gyeongju, Korea","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","The 38th International Conference on Thermoelectrics (ICT) and The 4th Asian Conference on Thermoelectrics (ACT)","","","","","","","","","","","","","","","",""
"INJC33CD","presentation","2019","Park, Sungjin; Ryu, Byungki","Possible existence of off-centered Pb interstitial in PbTe","","","","","","","2019-07-02","2022-06-04 13:16:16","2025-04-24 15:15:09","","","","","","","","","","","","","","Gyeongju, Korea","","","Poster","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","The 38th International Conference on Thermoelectrics (ICT) and The 4th Asian Conference on Thermoelectrics (ACT)","","","","","","","","","","","","","","","",""
