"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"H9V4PTDW","journalArticle","2013","Cho, Jung Young; Mun, Hyeona; Ryu, Byungki; Kim, Sang Il; Hwang, Sungwoo; Roh, Jong Wook; Yang, Dae Jin; Shin, Weon Ho; Lee, Sang Mock; Choi, Soon-Mok; Kang, Dae Joon; Kim, Sung Wng; Lee, Kyu Hyoung","Cu–Bi–Se-based pavonite homologue: a promising thermoelectric material with low lattice thermal conductivity","Journal of Materials Chemistry A","","2050-7496","10.1039/C3TA11457K","http://pubs.rsc.org/en/content/articlelanding/2013/ta/c3ta11457k","Pavonite homologues, Cux+yBi5−ySe8 (1.2 ≤ x ≤ 1.5, 0.1 ≤ y ≤ 0.4), in a polycrystalline bulk form have been synthesized using a conventional solid state sintering technique. Their thermal and electronic transport properties were evaluated for mid-temperature thermoelectric power generation applications. Structural complexity, based on unique substitutional and interstitial Cu atoms in the structure, makes this system attractive as an intrinsic low thermal conductivity material; also the band structure calculations revealed that interstitial Cu atoms generate n-type carrier conduction. Room temperature lattice thermal conductivities ranging between 0.41 W m−1 K−1 and 0.55 W m−1 K−1 were found for Cux+yBi5−ySe8; these values are comparable to those of the state-of-the-art low lattice thermal conductivity systems. These extremely low thermal conductivities combined with the power factors result in the highest ZT = 0.27 at 560 K for Cu1.9Bi4.6Se8.","2013-08-06","2014-03-17 01:22:44","2014-03-17 01:22:44","2014-03-17 01:22:44","9768-9774","","34","1","","J. Mater. Chem. A","Cu–Bi–Se-based pavonite homologue","","","","","","","en","All rights reserved","","","","pubs.rsc.org","","","","C:\Users\cta4r\Zotero\storage\SW37GIJ9\[024] Cho,Moon,Ryu,Kim,et.al.JMaterChemA(2013) TE of Cu-Bi-Se_ManuscriptJMaterChemA.pdf; C:\Users\cta4r\Zotero\storage\KVMQ89IU\c3ta11457k.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8D236E8S","journalArticle","2010","Ryu, Byungki; Chang, K. J.","Defects responsible for the Fermi level pinning in n+ poly-Si/HfO2 gate stacks","Applied Physics Letters","","0003-6951, 1077-3118","10.1063/1.3527929","http://scitation.aip.org/content/aip/journal/apl/97/24/10.1063/1.3527929","Based on density functional calculations, we propose a defect model that can explain flat band voltage shifts, especially in n + poly- Si / HfO 2 gate stacks. For two interface structures, with Si electrodes on top of crystalline and amorphous HfO 2 , we find the formation of O-vacancies at the interface, which exhibit weak Si–Si dimer bonds and low formation energies, very different from those in the oxide. Due to weak dimer bonds, charge trap levels lie near the Si conduction band edge, leading to the Fermi level pinning and flat band voltage shifts in n + poly-Si gate electrodes.","2010-12-17","2014-03-17 01:11:52","2014-03-17 01:11:52","2014-03-17 01:11:52","242910","","24","97","","","","","","","","","","","All rights reserved","","","","scitation.aip.org","","","","C:\Users\cta4r\Zotero\storage\KD58X7M4\Ryu 그리고 Chang - 2010 - Defects responsible for the Fermi level pinning in.pdf; C:\Users\cta4r\Zotero\storage\NR9MTRVF\1.html","","","Band gap; Defect levels; Electrodes; Fermi levels; Crystal defects; Density functional theory; Vacancies; Interface structure; Amorphous semiconductors; Charge transfer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SS2VKWB8","journalArticle","2010","Park, Ji-Sang; Ryu, Byungki; Moon, Chang-Youn; Chang, K. J.","Defects Responsible for the Hole Gas in Ge/Si Core−Shell Nanowires","Nano Letters","","1530-6984","10.1021/nl9029972","http://dx.doi.org/10.1021/nl9029972","The origin of the ballistic hole gas recently observed in Ge/Si core?shell nanowires has not been clearly resolved yet, although it is thought to be the result of the band offset at the radial interface. Here we perform spin-polarized density-functional calculations to investigate the defect levels of surface dangling bonds and Au impurities in the Si shell. Without any doping strategy, we find that Si dangling bond and substitutional Au defects behave as charge traps, generating hole carriers in the Ge core, while their defect levels are very deep in one-component Si nanowires. The defect levels lie to within 10 meV from or below the valence band edge for nanowires with diameters larger than 33 Å and the Ge fractions above 30%. As carriers are spatially separated from charge traps, scattering is greatly suppressed, leading to the ballistic conduction, in good agreement with experiments.","2010-01-13","2014-03-17 01:01:33","2025-01-01 16:00:10","2014-03-17 01:01:33","116-121","","1","10","","Nano Lett.","","","","","","","","","All rights reserved","","","","ACS Publications","","","","C:\Users\cta4r\Zotero\storage\D53C6FDB\[009] Park,Ryu,Moon,Chang,NanoLett10,116(2010) Defects Responsible for the Hole Gas in Ge-Si Core-Shell NWs.pdf; C:\Users\cta4r\Zotero\storage\8AVSMX5K\nl9029972.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A4SQI3KE","journalArticle","2009","Noh, Hyeon-Kyun; Ryu, Byungki; Choi, Eun-Ae; Bang, Junhyeok; Chang, K. J.","Local bonding effect on the defect states of oxygen vacancy in amorphous HfSiO4","Applied Physics Letters","","0003-6951, 1077-3118","10.1063/1.3216058","http://scitation.aip.org/content/aip/journal/apl/95/8/10.1063/1.3216058","We perform first-principles calculations to investigate the defect properties of O vacancies in amorphous HfSiO 4 . For atomic models generated from molecular dynamics simulations, we find that O vacancies, which have only Hf atoms or a mixture of Hf and Si in the neighborhood, behave as charge trap centers, similar to those in HfO 2 . On the other hand, O vacancies surrounded by only Si atoms are energetically most favorable and have very high trap energies for both electron and hole carriers. Thus, these defects are suggested to be responsible for the reduction of threshold voltage instability.","2009-08-28","2014-03-17 00:58:38","2014-03-17 00:58:38","2014-03-17 00:58:38","082905","","8","95","","","","","","","","","","","All rights reserved","","","","scitation.aip.org","","","","C:\Users\cta4r\Zotero\storage\8B8KMQSU\Noh et al. - 2009 - Local bonding effect on the defect states of oxyge.pdf; C:\Users\cta4r\Zotero\storage\62QCFXWU\1.html","","","Band gap; Defect levels; Crystal defects; Vacancies; Molecular dynamics; Amorphous state; Chemical bonds; Ab initio calculations; Dielectric devices; Metal insulator semiconductor structures","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z2UGRVKS","journalArticle","2014","Lee, Alex Taekyung; Ryu, Byungki; Lee, In-Ho; Chang, K. J.","Action-derived molecular dynamics simulations for the migration and coalescence of vacancies in graphene and carbon nanotubes","Journal of Physics: Condensed Matter","","0953-8984","10.1088/0953-8984/26/11/115303","http://iopscience.iop.org/0953-8984/26/11/115303","We report the results of action-derived molecular dynamics simulations for the migration and coalescence processes of monovacancies in graphene and carbon nanotubes with different chiralities. In carbon nanotubes, the migration pathways and barriers of a monovacancy depend on the tube chirality, while there is no preferential pathway in graphene due to the lattice symmetry and the absence of the curvature effect. The probable pathway changes from the axial to circumferential direction as the chirality varies from armchair to zigzag. The chirality dependence is attributed to the preferential orientation of the reconstructed bond formed around each vacancy site. It is energetically more favourable for two monovacancies to coalesce into a divacancy via alternative movements rather than simultaneous movements. The energy barriers for coalescence are generally determined by the migration barrier for the monovacancy, although there are some variations due to interactions between two diffusing vacancies. In graphene and armchair nanotubes, two monovacancies prefer to migrate along different zigzag atomic chains rather than a single atomic chain connecting these vacancies. On the other hand, in zigzag tubes, the energy barrier for coalescence increases significantly unless monovacancies lie on the same circumference.","2014-03-19","2014-03-12 06:12:16","2014-03-12 06:12:16","2014-03-12 06:12:16","115303","","11","26","","J. Phys.: Condens. Matter","","","","","","","","en","All rights reserved","","","","Institute of Physics","","","","C:\Users\cta4r\Zotero\storage\H5QUK4RH\Lee et al. - 2014 - Action-derived molecular dynamics simulations for .pdf; C:\Users\cta4r\Zotero\storage\ZUS7ZWG3\115303.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"59NBF352","journalArticle","2016","Ahn, Jun Yeon; Hwang, Jae-Yeol; Ryu, Byung Ki; Oh, Min-Wook; Lee, Kyu Hyoung; Kim, Sung Wng","Importance of crystal chemistry with interstitial site determining thermoelectric transport properties in pavonite homologue Cu–Bi–S compounds","CrystEngComm","","1466-8033","10.1039/C5CE02143J","http://pubs.rsc.org/en/content/articlelanding/2016/ce/c5ce02143j","The crystal chemistry of complex structured pavonite homologue Cux+yBi5−yS8 (1.2 ≤ x ≤ 1.4, 0.4 ≤ y ≤ 0.55) compounds with various crystallographic atomic sites was investigated in the context of their thermoelectric properties. We clarified the origins of the electronic and thermal transport properties of Cux+yBi5−yS8 compounds based on the change in the composition, which is strongly correlated with the occupancy of each atomic site. Ab initio calculations revealed that the narrow gap n-type semiconducting nature of Cux+yBi5−yS8 compounds originates from the presence of interstitial Cu ions. Structural refinements combined with transport measurements revealed that asymmetrical disorders of interstitial Cu ions have a large anisotropic thermal displacement factor, leading to an intrinsically low value (∼0.49 W m−1 K−1) and temperature-independent behavior of lattice thermal conductivity. Comprehensive structural analysis provided an elemental doping strategy focusing on interstitial sites. Thermoelectric properties were significantly enhanced by the simultaneous increase of power factor and decrease of lattice thermal conductivity. It is noted that structural factors, such as occupancy and thermal displacement parameter, of interstitial sites among the various crystallographic sites should be considered as primary characteristics in the crystal chemistry of complex structured crystals. Correspondingly, a peak ZT for the system was obtained in Cu1.576Zn0.024Bi4.6S8, which showed ∼30% enhancement over that of the pristine Cux+yBi5−yS8 compound.","2016-02-17","2016-02-25 04:53:29","2016-03-28 08:24:39","2016-02-25 04:53:29","1453-1461","","8","18","","CrystEngComm","","","","","","","","en","All rights reserved","","","","pubs.rsc.org","","","","C:\Users\cta4r\Zotero\storage\DRNPQMAM\c5ce02143j1.pdf; C:\Users\cta4r\Zotero\storage\67F8VM7W\Ahn et al. - 2016 - Importance of crystal chemistry with interstitial .pdf; C:\Users\cta4r\Zotero\storage\IU7G9RBZ\c5ce02143j.html; C:\Users\cta4r\Zotero\storage\DIEV5ERC\c5ce02143j.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RPJM6QSX","journalArticle","2016","Kim, Hyun; Lee, Jae Ki; Park, Su-Dong; Ryu, Byungki; Lee, Ji Eun; Kim, Bong-Seo; Min, Bok-Ki; Joo, Sung-Jae; Lee, Hee-Woong; Cho, Young-Rae","Enhanced thermoelectric properties and development of nanotwins in Na-doped Bi0.5Sb1.5Te3 alloy","Electronic Materials Letters","","1738-8090, 2093-6788","10.1007/s13391-015-5390-5","http://link.springer.com/10.1007/s13391-015-5390-5","","2016-03-10","2016-07-26 06:40:33","2016-07-27 05:17:09","2016-07-26 06:40:33","290-295","","2","12","","","","","","","","","","en","All rights reserved","","","","CrossRef","","","","C:\Users\cta4r\Zotero\storage\T2AJJH47\Kim et al. - 2016 - Enhanced thermoelectric properties and development.pdf; C:\Users\cta4r\Zotero\storage\G5AUSDNR\10.html","","","Thermoelectric; Characterization and Evaluation of Materials; Optical and Electronic Materials; Condensed Matter Physics; Nanotechnology; Nanotechnology and Microengineering; Bi-Te; bipolar; Na; twin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3JVG8EKI","journalArticle","2016","Min, Bok-Ki; Kim, Bong-Seo; Oh, Min-Wook; Ryu, Byung-Ki; Lee, Ji-Eun; Joo, Sung-Jae; Park, Su-Dong; Lee, Hee-Woong; Lee, Ho-seong","Effect of La-doping on AgSbTe2 thermoelectric compounds","Journal of the Korean Physical Society","","0374-4884, 1976-8524","10.3938/jkps.68.164","http://link.springer.com/article/10.3938/jkps.68.164","Ag(Sb1−x La x )Te2 compounds (x = 0, 0.01, 0.02, 0.03, and 0.05) were fabricated to study the effect of La-doping on the thermoelectric properties by using a spark-plasma-sintering process. All specimens were nearly single-phase AgSbTe2 with a small amount of Ag2Te. The La doping in AgSbTe2 resulted in a reduction in the electrical and the thermal conductivity but increased the Seebeck coefficient. A small amount of La doping increased the Seebeck coefficient because of the electron filtering effect. The maximum figure of merit was 1.50 due to the enhanced power factor and extremely low thermal conductivity.","2016-02-03","2016-02-11 03:34:03","2016-07-27 05:15:51","2016-02-11 03:34:03","164-169","","1","68","","Journal of the Korean Physical Society","","","","","","","","en","All rights reserved","","","","link.springer.com","","","","C:\Users\cta4r\Zotero\storage\Z8UJI4JH\Min et al. - 2016 - Effect of La-doping on AgSbTe2 thermoelectric comp.pdf; C:\Users\cta4r\Zotero\storage\EV6485MP\jkps.68.html","","","Doping; Thermoelectric; AgSbTe2; Lanthanum; Particle and Nuclear Physics; Physics, general; Theoretical, Mathematical and Computational Physics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4E2D6EEZ","journalArticle","2016","Joo, Sung-Jae; Ryu, Byungki; Min, Bok-Ki; Lee, Ji-Eun; Kim, Bong-Seo; Park, Su-Dong; Lee, Hee-Woong","Fabrication of Miniature Thermoelectric Generators Using Bulk Materials","Journal of Electronic Materials","","0361-5235, 1543-186X","10.1007/s11664-016-4560-z","http://link.springer.com/article/10.1007/s11664-016-4560-z","Miniature thermoelectric modules (TEMs) are required for micro power generation as well as local cooling, and they should have small size and high performance. However, conventional bulk TEMs generally have in-plane dimensions of a few centimeters, and empty space between the legs for electrical isolation makes efficient miniaturization difficult. In this study, a miniature TEM with footprint of about 0.35 cm2 and leg height of 0.97 mm was fabricated by reducing the dimensions of the legs and attaching them together to form a closely packed assembly, without using microelectromechanical processes. First, Bi0.4Sb1.6Te3 (BST) and Bi2Te2.7Se0.3 (BTS) ingots were made by ball milling and spark plasma sintering, and the ingots were cut into thin plates. These BST and BTS plates were then attached alternately using polyimide tapes, and the attached plates were sliced vertically to produce thin sheets. This process was repeated once again to make chessboard-like assemblies having 20 p–n pairs in an area of 0.35 cm2, and electrical contacts were formed by Ni sputtering and Ag paste coating. Finally, thermally conductive silicone pads (~500 μm) were attached on both sides of the assembly using electrically insulating interface thermal tapes (∼180 μm). The maximum output power (P max) from the miniature module was about 28 μW and 2.0 mW for temperature difference (ΔT) of 5.6°C and 50.5°C, respectively. Reducing the contact resistance was considered to be the key to increase the output power.","2016-05-09","2016-07-26 06:41:49","2016-07-27 05:14:46","2016-07-26 06:41:49","3453-3459","","7","45","","Journal of Elec Materi","","","","","","","","en","All rights reserved","","","","link.springer.com","","","","C:\Users\cta4r\Zotero\storage\H5EQ5RVP\Joo et al. - 2016 - Fabrication of Miniature Thermoelectric Generators.pdf; C:\Users\cta4r\Zotero\storage\C9P5Q3P6\s11664-016-4560-z.html","","","thermoelectric module; Characterization and Evaluation of Materials; Electronics and Microelectronics, Instrumentation; Optical and Electronic Materials; Solid State Physics; power generation; fabrication; miniaturization","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5JHHKAUG","journalArticle","2016","Ryu, Byungki; Oh, Min-Wook","Computational Simulations of Thermoelectric Transport Properties","Journal of the Korean Ceramic Society","","1229-7801, 2234-0491","10.4191/kcers.2016.53.3.273","http://jkcs.or.kr/journal/view.php?doi=10.4191/kcers.2016.53.3.273","","2016-05-31","2016-07-13 08:25:05","2016-07-13 08:25:05","2016-07-13 08:25:05","273-281","","3","53","","","","","","","","","","en","All rights reserved","","","","CrossRef","","","","C:\Users\cta4r\Zotero\storage\DSV43M89\Ryu 그리고 Oh - 2016 - Computational Simulations of Thermoelectric Transp.pdf; C:\Users\cta4r\Zotero\storage\7VQGTFEJ\한국세라믹학회-우수논문.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PRVEXKG4","journalArticle","2012","Ahn, Seung-Eon; Song, Ihun; Jeon, Sanghun; Jeon, Youg Woo; Kim, Young; Kim, Changjung; Ryu, Byungki; Lee, Je-Hun; Nathan, Arokia; Lee, Sungsik; Kim, Gyu Tae; Chung, U-In","Metal Oxide Thin Film Phototransistor for Remote Touch Interactive Displays","Advanced Materials","","1521-4095","10.1002/adma.201200293","http://onlinelibrary.wiley.com/doi/10.1002/adma.201200293/abstract","","2012-04-13","2014-01-27 06:19:34","2017-12-29 05:43:40","2014-01-27 06:19:34","2631–2636","","19","24","","","","","","","","","","en","Copyright © 2012 WILEY-VCH Verlag GmbH & Co. KGaA, Weinheim","","","","Wiley Online Library","","","","C:\Users\cta4r\Zotero\storage\H4AP2DMI\[021] Ahn,Song,Jeon,Jeon,Kim,Kim,Ryu,Lee,Nathan,Lee,Kim,Chung,AdvMater(2012) MeO TF photoT for Remote Touch Interactive Displays.pdf; C:\Users\cta4r\Zotero\storage\T5HITAGR\abstract;jsessionid=E5B7FEE59827DE48F0C5CEA2A339C8EB.html","","","Thin film transistors; phototransistors; amorphous oxide semiconductors; In-Ga-Zn-O/In-Zn-O; remote in-cell touch","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GXWGZTVX","journalArticle","2014","Lee, Ji Eun; Cho, Sang-Hum; Oh, Min-Wook; Ryu, Byungki; Joo, Sung-Jae; Kim, Bong-Seo; Min, Bok-Ki; Lee, Hee-Woong; Park, Su-Dong","Enhancement of thermoelectric properties of Mg2Si compounds with Bi doping through carrier concentration tuning","Electronic Materials Letters","","1738-8090, 2093-6788","10.1007/s13391-014-4148-9","http://link.springer.com/10.1007/s13391-014-4148-9","","2014-07-10","2014-08-04 15:57:17","2017-12-29 05:43:11","2014-08-04 15:57:17","807-811","","4","10","","","","","","","","","","en","All rights reserved","","","","CrossRef","","","","C:\Users\cta4r\Zotero\storage\37TRIAJU\Lee et al. - 2014 - Enhancement of thermoelectric properties of Mg2Si .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6FEBFHC2","journalArticle","2012","Oh, Young Jun; Hwang, Jin-Heui; Noh, Hyeon-Kyun; Bang, Junhyeok; Ryu, Byungki; Chang, K. J.","Ab initio study of boron segregation and deactivation at Si/SiO2 interface","Microelectronic Engineering","","0167-9317","10.1016/j.mee.2011.04.036","http://www.sciencedirect.com/science/article/pii/S0167931711004606","We perform first-principles density functional calculations to investigate the stability of various B-related defects near Si/SiO2 interface, and propose a mechanism for boron segregation to the interface. In Si, a substitutional B is energetically very stable and does not diffuse into the oxide in the absence of Si self-interstitials. Under nonequilibrium conditions, where self-interstitials are abundant, B dopants diffuse via the formation of a defect pair which consists of a B dopant and a self-interstitial. It is found that diffusing B dopants further segregate toward the oxide near the interface in form of positively charged interstitials, resulting in the suppression of activated dopants.","2012-01-01","2014-03-17 01:21:02","2017-12-29 05:39:01","2014-03-17 01:21:02","120-123","","","89","","Microelectronic Engineering","","","","","","","","","All rights reserved","","","","ScienceDirect","","","","C:\Users\cta4r\Zotero\storage\V3MTRXWK\Oh et al. - 2012 - Ab initio study of boron segregation and deactivat.pdf; C:\Users\cta4r\Zotero\storage\RN2UP99M\S0167931711004606.html","","","B dopants; B segregation; Si/SiO2 interface","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I8923P9H","journalArticle","2017","Yu, Ho Sung; Ryu, Byungki; Park, Soohyung; Park, Jongho; Yi, Yeonjin; Lee, Kyu Hyoung; Lee, Kimoon; Kim, Sung Wng","Quasi-High-Pressure Effects in Transition-Metal-Rich Dichalcogenide, Hf <sub>3</sub> Te <sub>2</sub>","The Journal of Physical Chemistry C","","1932-7447, 1932-7455","10.1021/acs.jpcc.7b06851","http://pubs.acs.org/doi/10.1021/acs.jpcc.7b06851","","2017-11-16","2017-11-17 00:28:41","2017-11-17 00:28:41","2017-11-17 00:28:41","25541-25546","","45","121","","","","","","","","","","en","All rights reserved","","","","CrossRef","","","","C:\Users\cta4r\Zotero\storage\9X4DESS5\Yu et al. - 2017 - Quasi-High-Pressure Effects in Transition-Metal-Ri.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z39XXSCV","journalArticle","2017","Lee, Jae Ki; Oh, Min-Wook; Ryu, Byungki; Lee, Ji Eun; Kim, Bong-Seo; Min, Bok-Ki; Joo, Sung-Jae; Lee, Hee-Woong; Park, Su-Dong","Enhanced thermoelectric properties of AgSbTe 2 obtained by controlling heterophases with Ce doping","Scientific Reports","","2045-2322","10.1038/s41598-017-04885-1","https://www.nature.com/articles/s41598-017-04885-1","We report the enhanced thermoelectric properties of Ce-doped AgSbTe2 (AgSb1−xCexTe2) compounds. As the Ce contents increased, the proportion of heterophase Ag2Te in the AgSbTe2 gradually decreased, along with the size of the crystals. The electrical resistivity and Seebeck coefficient were dramatically affected by Ce doping and the lattice thermal conductivity was reduced. The presence of nanostructured Ag2Te heterophases resulted in a greatly enhanced dimensionless figure of merit, ZT of 1.5 at 673 K. These findings highlight the importance of the heterophase and doping control, which determines both electrical and thermal properties.","2017-07-03","2017-08-03 05:08:36","2017-08-03 05:08:36","2017-08-03 05:08:36","4496","","1","7","","","","","","","","","","En","2017 The Author(s)","","","","www.nature.com","","","","C:\Users\cta4r\Zotero\storage\C7Q7FKB4\Lee et al. - 2017 - Enhanced thermoelectric properties of AgSbTe 2 obt.pdf; C:\Users\cta4r\Zotero\storage\EV3285SS\s41598-017-04885-1.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RGVZGTHF","journalArticle","2013","Lee, Kyu-Hyoung; Hwang, Sungwoo; Ryu, Byungki; Ahn, Kyunghan; Roh, Jongwook; Yang, Daejin; Lee, Sang-Mock; Kim, Hyunsik; Kim, Sang-Il","Enhancement of the Thermoelectric Performance of Bi0.4Sb1.6Te3 Alloys by In and Ga Doping","Journal of Electronic Materials","","0361-5235, 1543-186X","10.1007/s11664-012-2356-3","http://link.springer.com/article/10.1007/s11664-012-2356-3","We report an enhancement of the thermoelectric figure of merit in polycrystalline In- and Ga-doped Bi0.4Sb1.6Te3 compounds. Via the controlled doping of In or Ga, the lattice thermal conductivity was effectively reduced by strong point-defect phonon scattering while the power factor was not significantly changed due to the similarity of the density of states near the valence-band maximum between undoped and In- or Ga-doped compositions. An enhanced ZT of 1.2 at 320 K was obtained in 0.5 at.% In-doped Bi0.4Sb1.6Te3 compound by these synergetic effects.","2013-07-01","2014-03-17 01:22:17","2018-12-30 02:28:19","2014-03-17 01:22:17","1617-1621","","7","42","","Journal of Elec Materi","","","","","","","","en","All rights reserved","","","","link.springer.com","","","","C:\Users\cta4r\Zotero\storage\3WUIUA4M\Lee et al. - 2013 - Enhancement of the Thermoelectric Performance of B.pdf","","power factor; Thermoelectric; Characterization and Evaluation of Materials; Electronics and Microelectronics, Instrumentation; Optical and Electronic Materials; Solid State Physics; lattice thermal conductivity; Bi0.4Sb1.6Te3; point defect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IW4EUEWE","journalArticle","2018","Park, Hee Jung; Lee, Kimoon; Kim, Il-Doo; Choi, Seon-Jin; Ryu, Byungki","Abnormal Optoelectric Properties of Two-Dimensional Protonic Ruthenium Oxide with a Hexagonal Structure","ACS Applied Materials & Interfaces","","1944-8244, 1944-8252","10.1021/acsami.8b07533","http://pubs.acs.org/doi/10.1021/acsami.8b07533","Two-dimensional structures can potentially lead to not only modulation of electron transport but also the variations of optical property. Protonic ruthenium oxide, a two-dimensional atomic sheet material, has been synthesized, and its optoelectric properties have been investigated. The results indicate that protonic ruthenium oxide is an excellent candidate for use as a ﬂexible, transparent conducting material. A hydrated-ruthenium-oxide sheet has been ﬁrst prepared via the chemical exfoliation of sodium intercalated ruthenium oxide (NaRuO2) and, subsequently, converted into a protonic ruthenium oxide sheet using thermal treatment. A thermally activated transport mechanism is dominant in hydrated ruthenium oxide but diminishes in protonic ruthenium oxide; this resulted in a high electrical conductivity of ∼200 S/cm of the protonic sheet. Because of the unique interband and intraband structure, protonic ruthenium oxide has a small optical absorption coeﬃcient of ∼1.62%/L. Consequently, such high conductivity and low absorption coeﬃcient of protonic ruthenium oxide results in excellent transparent conducting properties.","2018-07-05","2018-07-06 21:24:48","2018-08-20 09:09:57","2018-07-06 21:24:48","22661-22668","","26","10","","","","","","","","","","en","All rights reserved","","","","Crossref","","","","C:\Users\cta4r\Zotero\storage\6IXU3DZT\Park 등 - 2018 - Abnormal Optoelectric Properties of Two-Dimensiona.pdf; C:\Users\cta4r\Zotero\storage\GLVE2P5B\Park 등 - Abnormal optoelectric properties of two- dimension.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AQ4CP828","journalArticle","2018","Lee, Jae; Son, Ji; Kim, Yong-Il; Ryu, Byungki; Cho, Byung; Kim, Sookyung; Park, Su-Dong; Oh, Min-Wook","Control of Carrier Concentration by Ag Doping in N-Type Bi2Te3 Based Compounds","Applied Sciences","","2076-3417","10.3390/app8050735","http://www.mdpi.com/2076-3417/8/5/735","Many elements have been used as dopants to enhance the thermoelectric performance of Bi2Te3-related materials. Among them, Ag’s effect on thermoelectric properties, where Ag acts as a donor or acceptor, remains unclear. To elucidate the role of Ag in n-type Bi2Te3 based compounds, Ag was added to n-type (Bi0.9Sb0.1)2(Te0.85Se0.15)3. As the amount of Ag was increased, the electron concentration decreased, which means Ag acted as an acceptor. The added Ag atoms were found to occupy interstitial sites in the hexagonal lattices, as conﬁrmed by X-ray analysis and ﬁrst principles calculations. The reduction in electron concentration was attributed to the interaction between the interstitial Ag and intrinsic defects.","2018-05-06","2018-06-07 00:29:31","2018-06-07 00:29:32","2018-06-07 00:29:31","735","","5","8","","","","","","","","","","en","All rights reserved","","","","Crossref","","","","C:\Users\cta4r\Zotero\storage\UA5J5GGY\Lee 등 - 2018 - Control of Carrier Concentration by Ag Doping in N.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
